ACCELERATION BODY X,ACCELERATION BODY Y,ACCELERATION BODY Z,TOTAL WEIGHT,PLANE ALTITUDE,ATTITUDE INDICATOR PITCH DEGREES,ATTITUDE INDICATOR BANK DEGREES
2_2_2023 20:41:11,0.090924,0.051455,-0.052166,4195.441895,16084.99512,2.679991,0.008012
2_2_2023 20:41:11,0.090924,0.051455,-0.064871,4195.441895,16084.99512,2.679991,0.008012
2_2_2023 20:41:11,0.090924,0.051455,-0.064871,4195.427246,16084.99512,2.679991,0.008012
2_2_2023 20:41:11,0.090924,0.051455,-0.064871,4195.427246,16066.39844,2.679991,0.008012
2_2_2023 20:41:11,0.090924,0.051455,-0.064871,4195.427246,16066.39844,2.680213,0.008012
2_2_2023 20:41:11,0.090924,0.051455,-0.064871,4195.427246,16066.39844,2.680213,0.007065
2_2_2023 20:41:12,0.012718,0.051455,-0.064871,4195.427246,16066.39844,2.680213,0.007065
2_2_2023 20:41:12,0.012718,-0.075377,-0.064871,4195.427246,16066.39844,2.680213,0.007065
2_2_2023 20:41:12,0.012718,-0.075377,-0.071733,4195.427246,16066.39844,2.680213,0.007065
2_2_2023 20:41:12,0.012718,-0.075377,-0.071733,4195.412598,16066.39844,2.680213,0.007065
2_2_2023 20:41:12,0.012718,-0.075377,-0.071733,4195.412598,16048.31934,2.680213,0.007065
2_2_2023 20:41:12,0.012718,-0.075377,-0.071733,4195.412598,16048.31934,2.676455,0.007065
2_2_2023 20:41:12,0.012718,-0.075377,-0.071733,4195.412598,16048.31934,2.676455,0.014633
2_2_2023 20:41:13,0.035391,-0.075377,-0.071733,4195.412598,16048.31934,2.676455,0.014633
2_2_2023 20:41:13,0.035391,0.070933,-0.071733,4195.412598,16048.31934,2.676455,0.014633
2_2_2023 20:41:13,0.035391,0.070933,-0.065172,4195.412598,16048.31934,2.676455,0.014633
2_2_2023 20:41:13,0.035391,0.070933,-0.065172,4195.397461,16048.31934,2.676455,0.014633
2_2_2023 20:41:13,0.035391,0.070933,-0.065172,4195.397461,16029.60156,2.676455,0.014633
2_2_2023 20:41:13,0.035391,0.070933,-0.065172,4195.397461,16029.60156,2.68693,0.014633
2_2_2023 20:41:13,0.035391,0.070933,-0.065172,4195.397461,16029.60156,2.68693,0.003562
2_2_2023 20:41:14,0.033931,0.070933,-0.065172,4195.397461,16029.60156,2.68693,0.003562
2_2_2023 20:41:14,0.033931,0.151979,-0.065172,4195.397461,16029.60156,2.68693,0.003562
2_2_2023 20:41:14,0.033931,0.151979,-0.082724,4195.397461,16029.60156,2.68693,0.003562
2_2_2023 20:41:14,0.033931,0.151979,-0.082724,4195.382812,16029.60156,2.68693,0.003562
2_2_2023 20:41:14,0.033931,0.151979,-0.082724,4195.382812,16011.43555,2.68693,0.003562
2_2_2023 20:41:14,0.033931,0.151979,-0.082724,4195.382812,16011.43555,2.673713,0.003562
2_2_2023 20:41:14,0.033931,0.151979,-0.082724,4195.382812,16011.43555,2.673713,0.02814
2_2_2023 20:41:15,0.041675,0.151979,-0.082724,4195.382812,16011.43555,2.673713,0.02814
2_2_2023 20:41:15,0.041675,0.193881,-0.082724,4195.382812,16011.43555,2.673713,0.02814
2_2_2023 20:41:15,0.041675,0.193881,-0.089927,4195.382812,16011.43555,2.673713,0.02814
2_2_2023 20:41:15,0.041675,0.193881,-0.089927,4195.368164,16011.43555,2.673713,0.02814
2_2_2023 20:41:15,0.041675,0.193881,-0.089927,4195.368164,15993.19727,2.673713,0.02814
2_2_2023 20:41:15,0.041675,0.193881,-0.089927,4195.368164,15993.19727,2.650074,0.02814
2_2_2023 20:41:15,0.041675,0.193881,-0.089927,4195.368164,15993.19727,2.650074,0.013944
2_2_2023 20:41:16,-0.001288,0.193881,-0.089927,4195.368164,15993.19727,2.650074,0.013944
2_2_2023 20:41:16,-0.001288,0.026,-0.089927,4195.368164,15993.19727,2.650074,0.013944
2_2_2023 20:41:16,-0.001288,0.026,-0.099697,4195.368164,15993.19727,2.650074,0.013944
2_2_2023 20:41:16,-0.001288,0.026,-0.099697,4195.353516,15993.19727,2.650074,0.013944
2_2_2023 20:41:16,-0.001288,0.026,-0.099697,4195.353516,15975.31152,2.650074,0.013944
2_2_2023 20:41:16,-0.001288,0.026,-0.099697,4195.353516,15975.31152,2.650075,0.013944
2_2_2023 20:41:16,-0.001288,0.026,-0.099697,4195.353516,15975.31152,2.650075,-0.013657
2_2_2023 20:41:17,0.009807,0.026,-0.099697,4195.353516,15975.31152,2.650075,-0.013657
2_2_2023 20:41:17,0.009807,-0.249484,-0.099697,4195.353516,15975.31152,2.650075,-0.013657
2_2_2023 20:41:17,0.009807,-0.249484,-0.072439,4195.353516,15975.31152,2.650075,-0.013657
2_2_2023 20:41:17,0.009807,-0.249484,-0.072439,4195.338867,15975.31152,2.650075,-0.013657
2_2_2023 20:41:17,0.009807,-0.249484,-0.072439,4195.338867,15957.09473,2.650075,-0.013657
2_2_2023 20:41:17,0.009807,-0.249484,-0.072439,4195.338867,15957.09473,2.66658,-0.013657
2_2_2023 20:41:17,0.009807,-0.249484,-0.072439,4195.338867,15957.09473,2.66658,-0.011281
2_2_2023 20:41:18,0.098678,-0.249484,-0.072439,4195.338867,15957.09473,2.66658,-0.011281
2_2_2023 20:41:18,0.098678,-0.042065,-0.072439,4195.338867,15957.09473,2.66658,-0.011281
2_2_2023 20:41:18,0.098678,-0.042065,-0.052222,4195.338867,15957.09473,2.66658,-0.011281
2_2_2023 20:41:18,0.098678,-0.042065,-0.052222,4195.324219,15957.09473,2.66658,-0.011281
2_2_2023 20:41:18,0.098678,-0.042065,-0.052222,4195.324219,15938.90625,2.66658,-0.011281
2_2_2023 20:41:18,0.098678,-0.042065,-0.052222,4195.324219,15938.90625,2.697452,-0.011281
2_2_2023 20:41:18,0.098678,-0.042065,-0.052222,4195.324219,15938.90625,2.697452,0.022815
2_2_2023 20:41:19,-0.025271,-0.042065,-0.052222,4195.324219,15938.90625,2.697452,0.022815
2_2_2023 20:41:19,-0.025271,0.176836,-0.052222,4195.324219,15938.90625,2.697452,0.022815
2_2_2023 20:41:19,-0.025271,0.176836,-0.07174,4195.324219,15938.90625,2.697452,0.022815
2_2_2023 20:41:19,-0.025271,0.176836,-0.07174,4195.309082,15938.90625,2.697452,0.022815
2_2_2023 20:41:19,-0.025271,0.176836,-0.07174,4195.309082,15920.70703,2.697452,0.022815
2_2_2023 20:41:19,-0.025271,0.176836,-0.07174,4195.309082,15920.70703,2.683686,0.022815
2_2_2023 20:41:19,-0.025271,0.176836,-0.07174,4195.309082,15920.70703,2.683686,0.014587
2_2_2023 20:41:20,0.059957,0.176836,-0.07174,4195.309082,15920.70703,2.683686,0.014587
2_2_2023 20:41:20,0.059957,0.039333,-0.07174,4195.309082,15920.70703,2.683686,0.014587
2_2_2023 20:41:20,0.059957,0.039333,-0.083294,4195.309082,15920.70703,2.683686,0.014587
2_2_2023 20:41:20,0.059957,0.039333,-0.083294,4195.294434,15920.70703,2.683686,0.014587
2_2_2023 20:41:20,0.059957,0.039333,-0.083294,4195.294434,15902.51563,2.683686,0.014587
2_2_2023 20:41:20,0.059957,0.039333,-0.083294,4195.294434,15902.51563,2.66257,0.014587
2_2_2023 20:41:20,0.059957,0.039333,-0.083294,4195.294434,15902.51563,2.66257,0
2_2_2023 20:41:21,0.01566,0.039333,-0.083294,4195.294434,15902.51563,2.66257,0
2_2_2023 20:41:21,0.01566,-0.042928,-0.083294,4195.294434,15902.51563,2.66257,0
2_2_2023 20:41:21,0.01566,-0.042928,-0.076404,4195.294434,15902.51563,2.66257,0
2_2_2023 20:41:21,0.01566,-0.042928,-0.076404,4195.279785,15902.51563,2.66257,0
2_2_2023 20:41:21,0.01566,-0.042928,-0.076404,4195.279785,15884.39063,2.66257,0
2_2_2023 20:41:21,0.01566,-0.042928,-0.076404,4195.279785,15884.39063,2.662473,0
2_2_2023 20:41:21,0.01566,-0.042928,-0.076404,4195.279785,15884.39063,2.662473,0.009423
2_2_2023 20:41:22,-0.127132,-0.042928,-0.076404,4195.279785,15884.39063,2.662473,0.009423
2_2_2023 20:41:22,-0.127132,-0.144074,-0.076404,4195.279785,15884.39063,2.662473,0.009423
2_2_2023 20:41:22,-0.127132,-0.144074,-0.075779,4195.279785,15884.39063,2.662473,0.009423
2_2_2023 20:41:22,-0.127132,-0.144074,-0.075779,4195.264648,15884.39063,2.662473,0.009423
2_2_2023 20:41:22,-0.127132,-0.144074,-0.075779,4195.264648,15866.13574,2.662473,0.009423
2_2_2023 20:41:22,-0.127132,-0.144074,-0.075779,4195.264648,15866.13574,2.679084,0.009423
2_2_2023 20:41:22,-0.127132,-0.144074,-0.075779,4195.264648,15866.13574,2.679084,-0.015097
2_2_2023 20:41:23,0.019877,-0.144074,-0.075779,4195.264648,15866.13574,2.679084,-0.015097
2_2_2023 20:41:23,0.019877,0.013457,-0.075779,4195.264648,15866.13574,2.679084,-0.015097
2_2_2023 20:41:23,0.019877,0.013457,-0.062334,4195.264648,15866.13574,2.679084,-0.015097
2_2_2023 20:41:23,0.019877,0.013457,-0.062334,4195.25,15866.13574,2.679084,-0.015097
2_2_2023 20:41:23,0.019877,0.013457,-0.062334,4195.25,15847.72266,2.679084,-0.015097
2_2_2023 20:41:23,0.019877,0.013457,-0.062334,4195.25,15847.72266,2.682472,-0.015097
2_2_2023 20:41:23,0.019877,0.013457,-0.062334,4195.25,15847.72266,2.682472,-0.008436
2_2_2023 20:41:24,0.014062,0.013457,-0.062334,4195.25,15847.72266,2.682472,-0.008436
2_2_2023 20:41:24,0.014062,-0.108244,-0.062334,4195.25,15847.72266,2.682472,-0.008436
2_2_2023 20:41:24,0.014062,-0.108244,-0.076811,4195.25,15847.72266,2.682472,-0.008436
2_2_2023 20:41:24,0.014062,-0.108244,-0.076811,4195.235352,15847.72266,2.682472,-0.008436
2_2_2023 20:41:24,0.014062,-0.108244,-0.076811,4195.235352,15829.7627,2.682472,-0.008436
2_2_2023 20:41:24,0.014062,-0.108244,-0.076811,4195.235352,15829.7627,2.666519,-0.008436
2_2_2023 20:41:24,0.014062,-0.108244,-0.076811,4195.235352,15829.7627,2.666519,-0.029007
2_2_2023 20:41:25,-0.027808,-0.108244,-0.076811,4195.235352,15829.7627,2.666519,-0.029007
2_2_2023 20:41:25,-0.027808,0.01898,-0.076811,4195.235352,15829.7627,2.666519,-0.029007
2_2_2023 20:41:25,-0.027808,0.01898,-0.078489,4195.235352,15829.7627,2.666519,-0.029007
2_2_2023 20:41:25,-0.027808,0.01898,-0.078489,4195.220703,15829.7627,2.666519,-0.029007
2_2_2023 20:41:25,-0.027808,0.01898,-0.078489,4195.220703,15811.26953,2.666519,-0.029007
2_2_2023 20:41:25,-0.027808,0.01898,-0.078489,4195.220703,15811.26953,2.681492,-0.029007
2_2_2023 20:41:25,-0.027808,0.01898,-0.078489,4195.220703,15811.26953,2.681492,0
2_2_2023 20:41:26,-0.043001,0.01898,-0.078489,4195.220703,15811.26953,2.681492,0
2_2_2023 20:41:26,-0.043001,-0.073232,-0.078489,4195.220703,15811.26953,2.681492,0
2_2_2023 20:41:26,-0.043001,-0.073232,-0.064093,4195.220703,15811.26953,2.681492,0
2_2_2023 20:41:26,-0.043001,-0.073232,-0.064093,4195.206055,15811.26953,2.681492,0
2_2_2023 20:41:26,-0.043001,-0.073232,-0.064093,4195.206055,15792.86328,2.681492,0
2_2_2023 20:41:26,-0.043001,-0.073232,-0.064093,4195.206055,15792.86328,2.685265,0
2_2_2023 20:41:26,-0.043001,-0.073232,-0.064093,4195.206055,15792.86328,2.685265,0.018707
2_2_2023 20:41:27,-0.023337,-0.073232,-0.064093,4195.206055,15792.86328,2.685265,0.018707
2_2_2023 20:41:27,-0.023337,0.031396,-0.064093,4195.206055,15792.86328,2.685265,0.018707
2_2_2023 20:41:27,-0.023337,0.031396,-0.068015,4195.206055,15792.86328,2.685265,0.018707
2_2_2023 20:41:27,-0.023337,0.031396,-0.068015,4195.191406,15792.86328,2.685265,0.018707
2_2_2023 20:41:27,-0.023337,0.031396,-0.068015,4195.191406,15774.4502,2.685265,0.018707
2_2_2023 20:41:27,-0.023337,0.031396,-0.068015,4195.191406,15774.4502,2.688951,0.018707
2_2_2023 20:41:27,-0.023337,0.031396,-0.068015,4195.191406,15774.4502,2.688951,0.022433
2_2_2023 20:41:28,0.051789,0.031396,-0.068015,4195.191406,15774.4502,2.688951,0.022433
2_2_2023 20:41:28,0.051789,-0.021961,-0.068015,4195.191406,15774.4502,2.688951,0.022433
2_2_2023 20:41:28,0.051789,-0.021961,-0.055998,4195.191406,15774.4502,2.688951,0.022433
2_2_2023 20:41:28,0.051789,-0.021961,-0.055998,4195.17627,15774.4502,2.688951,0.022433
2_2_2023 20:41:28,0.051789,-0.021961,-0.055998,4195.17627,15755.90234,2.688951,0.022433
2_2_2023 20:41:28,0.051789,-0.021961,-0.055998,4195.17627,15755.90234,2.680246,0.022433
2_2_2023 20:41:28,0.051789,-0.021961,-0.055998,4195.17627,15755.90234,2.680246,0.016255
2_2_2023 20:41:29,-0.011665,-0.021961,-0.055998,4195.17627,15755.90234,2.680246,0.016255
2_2_2023 20:41:29,-0.011665,0.011513,-0.055998,4195.17627,15755.90234,2.680246,0.016255
2_2_2023 20:41:29,-0.011665,0.011513,-0.083638,4195.17627,15755.90234,2.680246,0.016255
2_2_2023 20:41:29,-0.011665,0.011513,-0.083638,4195.161621,15755.90234,2.680246,0.016255
2_2_2023 20:41:29,-0.011665,0.011513,-0.083638,4195.161621,15737.62891,2.680246,0.016255
2_2_2023 20:41:29,-0.011665,0.011513,-0.083638,4195.161621,15737.62891,2.678736,0.016255
2_2_2023 20:41:29,-0.011665,0.011513,-0.083638,4195.161621,15737.62891,2.678736,0.011597
2_2_2023 20:41:30,-0.010453,0.011513,-0.083638,4195.161621,15737.62891,2.678736,0.011597
2_2_2023 20:41:30,-0.010453,0.195115,-0.083638,4195.161621,15737.62891,2.678736,0.011597
2_2_2023 20:41:30,-0.010453,0.195115,-0.105999,4195.161621,15737.62891,2.678736,0.011597
2_2_2023 20:41:30,-0.010453,0.195115,-0.105999,4195.146973,15737.62891,2.678736,0.011597
2_2_2023 20:41:30,-0.010453,0.195115,-0.105999,4195.146973,15719.375,2.678736,0.011597
2_2_2023 20:41:30,-0.010453,0.195115,-0.105999,4195.146973,15719.375,2.640161,0.011597
2_2_2023 20:41:30,-0.010453,0.195115,-0.105999,4195.146973,15719.375,2.640161,-0.030989
2_2_2023 20:41:31,-0.014311,0.195115,-0.105999,4195.146973,15719.375,2.640161,-0.030989
2_2_2023 20:41:31,-0.014311,-0.019658,-0.105999,4195.146973,15719.375,2.640161,-0.030989
2_2_2023 20:41:31,-0.014311,-0.019658,-0.109177,4195.146973,15719.375,2.640161,-0.030989
2_2_2023 20:41:31,-0.014311,-0.019658,-0.109177,4195.131836,15719.375,2.640161,-0.030989
2_2_2023 20:41:31,-0.014311,-0.019658,-0.109177,4195.131836,15700.97754,2.640161,-0.030989
2_2_2023 20:41:31,-0.014311,-0.019658,-0.109177,4195.131836,15700.97754,2.622341,-0.030989
2_2_2023 20:41:31,-0.014311,-0.019658,-0.109177,4195.131836,15700.97754,2.622341,-0.02796
2_2_2023 20:41:32,-0.014486,-0.019658,-0.109177,4195.131836,15700.97754,2.622341,-0.02796
2_2_2023 20:41:32,-0.014486,0.03896,-0.109177,4195.131836,15700.97754,2.622341,-0.02796
2_2_2023 20:41:32,-0.014486,0.03896,-0.108154,4195.131836,15700.97754,2.622341,-0.02796
2_2_2023 20:41:32,-0.014486,0.03896,-0.108154,4195.117188,15700.97754,2.622341,-0.02796
2_2_2023 20:41:32,-0.014486,0.03896,-0.108154,4195.117188,15682.98438,2.622341,-0.02796
2_2_2023 20:41:32,-0.014486,0.03896,-0.108154,4195.117188,15682.98438,2.624399,-0.02796
2_2_2023 20:41:32,-0.014486,0.03896,-0.108154,4195.117188,15682.98438,2.624399,-0.023553
2_2_2023 20:41:33,-0.012397,0.03896,-0.108154,4195.117188,15682.98438,2.624399,-0.023553
2_2_2023 20:41:33,-0.012397,0.043258,-0.108154,4195.117188,15682.98438,2.624399,-0.023553
2_2_2023 20:41:33,-0.012397,0.043258,-0.108413,4195.117188,15682.98438,2.624399,-0.023553
2_2_2023 20:41:33,-0.012397,0.043258,-0.108413,4195.102539,15682.98438,2.624399,-0.023553
2_2_2023 20:41:33,-0.012397,0.043258,-0.108413,4195.102539,15664.91602,2.624399,-0.023553
2_2_2023 20:41:33,-0.012397,0.043258,-0.108413,4195.102539,15664.91602,2.605524,-0.023553
2_2_2023 20:41:33,-0.012397,0.043258,-0.108413,4195.102539,15664.91602,2.605524,-0.024804
2_2_2023 20:41:34,0.012587,0.043258,-0.108413,4195.102539,15664.91602,2.605524,-0.024804
2_2_2023 20:41:34,0.012587,0.0435,-0.108413,4195.102539,15664.91602,2.605524,-0.024804
2_2_2023 20:41:34,0.012587,0.0435,-0.115421,4195.102539,15664.91602,2.605524,-0.024804
2_2_2023 20:41:34,0.012587,0.0435,-0.115421,4195.087891,15664.91602,2.605524,-0.024804
2_2_2023 20:41:34,0.012587,0.0435,-0.115421,4195.087891,15646.87402,2.605524,-0.024804
2_2_2023 20:41:34,0.012587,0.0435,-0.115421,4195.087891,15646.87402,2.596947,-0.024804
2_2_2023 20:41:34,0.012587,0.0435,-0.115421,4195.087891,15646.87402,2.596947,-0.024694
2_2_2023 20:41:35,0.052433,0.0435,-0.115421,4195.087891,15646.87402,2.596947,-0.024694
2_2_2023 20:41:35,0.052433,0.052299,-0.115421,4195.087891,15646.87402,2.596947,-0.024694
2_2_2023 20:41:35,0.052433,0.052299,-0.130439,4195.087891,15646.87402,2.596947,-0.024694
2_2_2023 20:41:35,0.052433,0.052299,-0.130439,4195.073242,15646.87402,2.596947,-0.024694
2_2_2023 20:41:35,0.052433,0.052299,-0.130439,4195.073242,15628.9209,2.596947,-0.024694
2_2_2023 20:41:35,0.052433,0.052299,-0.130439,4195.073242,15628.9209,2.578893,-0.024694
2_2_2023 20:41:35,0.052433,0.052299,-0.130439,4195.073242,15628.9209,2.578893,-0.022169
2_2_2023 20:41:36,0.113202,0.052299,-0.130439,4195.073242,15628.9209,2.578893,-0.022169
2_2_2023 20:41:36,0.113202,0.069801,-0.130439,4195.073242,15628.9209,2.578893,-0.022169
2_2_2023 20:41:36,0.113202,0.069801,-0.143239,4195.073242,15628.9209,2.578893,-0.022169
2_2_2023 20:41:36,0.113202,0.069801,-0.143239,4195.058594,15628.9209,2.578893,-0.022169
2_2_2023 20:41:36,0.113202,0.069801,-0.143239,4195.058594,15611.05469,2.578893,-0.022169
2_2_2023 20:41:36,0.113202,0.069801,-0.143239,4195.058594,15611.05469,2.56463,-0.022169
2_2_2023 20:41:36,0.113202,0.069801,-0.143239,4195.058594,15611.05469,2.56463,-0.042711
2_2_2023 20:41:37,0.065392,0.069801,-0.143239,4195.058594,15611.05469,2.56463,-0.042711
2_2_2023 20:41:37,0.065392,-0.059705,-0.143239,4195.058594,15611.05469,2.56463,-0.042711
2_2_2023 20:41:37,0.065392,-0.059705,-0.13522,4195.058594,15611.05469,2.56463,-0.042711
2_2_2023 20:41:37,0.065392,-0.059705,-0.13522,4195.043457,15611.05469,2.56463,-0.042711
2_2_2023 20:41:37,0.065392,-0.059705,-0.13522,4195.043457,15593.55371,2.56463,-0.042711
2_2_2023 20:41:37,0.065392,-0.059705,-0.13522,4195.043457,15593.55371,2.57417,-0.042711
2_2_2023 20:41:37,0.065392,-0.059705,-0.13522,4195.043457,15593.55371,2.57417,-0.023586
2_2_2023 20:41:38,0.043991,-0.059705,-0.13522,4195.043457,15593.55371,2.57417,-0.023586
2_2_2023 20:41:38,0.043991,-0.064406,-0.13522,4195.043457,15593.55371,2.57417,-0.023586
2_2_2023 20:41:38,0.043991,-0.064406,-0.138241,4195.043457,15593.55371,2.57417,-0.023586
2_2_2023 20:41:38,0.043991,-0.064406,-0.138241,4195.028809,15593.55371,2.57417,-0.023586
2_2_2023 20:41:38,0.043991,-0.064406,-0.138241,4195.028809,15575.74414,2.57417,-0.023586
2_2_2023 20:41:38,0.043991,-0.064406,-0.138241,4195.028809,15575.74414,2.597872,-0.023586
2_2_2023 20:41:38,0.043991,-0.064406,-0.138241,4195.028809,15575.74414,2.597872,0.022403
2_2_2023 20:41:39,-0.013946,-0.064406,-0.138241,4195.028809,15575.74414,2.597872,0.022403
2_2_2023 20:41:39,-0.013946,0.047703,-0.138241,4195.028809,15575.74414,2.597872,0.022403
2_2_2023 20:41:39,-0.013946,0.047703,-0.110062,4195.028809,15575.74414,2.597872,0.022403
2_2_2023 20:41:39,-0.013946,0.047703,-0.110062,4195.01416,15575.74414,2.597872,0.022403
2_2_2023 20:41:39,-0.013946,0.047703,-0.110062,4195.01416,15557.62305,2.597872,0.022403
2_2_2023 20:41:39,-0.013946,0.047703,-0.110062,4195.01416,15557.62305,2.582711,0.022403
2_2_2023 20:41:39,-0.013946,0.047703,-0.110062,4195.01416,15557.62305,2.582711,-0.059089
2_2_2023 20:41:40,-0.050181,0.047703,-0.110062,4195.01416,15557.62305,2.582711,-0.059089
2_2_2023 20:41:40,-0.050181,-0.084149,-0.110062,4195.01416,15557.62305,2.582711,-0.059089
2_2_2023 20:41:40,-0.050181,-0.084149,-0.127577,4195.01416,15557.62305,2.582711,-0.059089
2_2_2023 20:41:40,-0.050181,-0.084149,-0.127577,4194.999023,15557.62305,2.582711,-0.059089
2_2_2023 20:41:40,-0.050181,-0.084149,-0.127577,4194.999023,15539.73633,2.582711,-0.059089
2_2_2023 20:41:40,-0.050181,-0.084149,-0.127577,4194.999023,15539.73633,2.585922,-0.059089
2_2_2023 20:41:40,-0.050181,-0.084149,-0.127577,4194.999023,15539.73633,2.585922,-0.031457
2_2_2023 20:41:41,-0.02632,-0.084149,-0.127577,4194.999023,15539.73633,2.585922,-0.031457
2_2_2023 20:41:41,-0.02632,0.006872,-0.127577,4194.999023,15539.73633,2.585922,-0.031457
2_2_2023 20:41:41,-0.02632,0.006872,-0.110347,4194.999023,15539.73633,2.585922,-0.031457
2_2_2023 20:41:41,-0.02632,0.006872,-0.110347,4194.984375,15539.73633,2.585922,-0.031457
2_2_2023 20:41:41,-0.02632,0.006872,-0.110347,4194.984375,15521.8457,2.585922,-0.031457
2_2_2023 20:41:41,-0.02632,0.006872,-0.110347,4194.984375,15521.8457,2.591179,-0.031457
2_2_2023 20:41:41,-0.02632,0.006872,-0.110347,4194.984375,15521.8457,2.591179,-0.048458
2_2_2023 20:41:42,0.058102,0.006872,-0.110347,4194.984375,15521.8457,2.591179,-0.048458
2_2_2023 20:41:42,0.058102,-0.009962,-0.110347,4194.984375,15521.8457,2.591179,-0.048458
2_2_2023 20:41:42,0.058102,-0.009962,-0.126781,4194.984375,15521.8457,2.591179,-0.048458
2_2_2023 20:41:42,0.058102,-0.009962,-0.126781,4194.969727,15521.8457,2.591179,-0.048458
2_2_2023 20:41:42,0.058102,-0.009962,-0.126781,4194.969727,15503.99219,2.591179,-0.048458
2_2_2023 20:41:42,0.058102,-0.009962,-0.126781,4194.969727,15503.99219,2.582551,-0.048458
2_2_2023 20:41:42,0.058102,-0.009962,-0.126781,4194.969727,15503.99219,2.582551,-0.039751
2_2_2023 20:41:43,0.002257,-0.009962,-0.126781,4194.969727,15503.99219,2.582551,-0.039751
2_2_2023 20:41:43,0.002257,-0.046348,-0.126781,4194.969727,15503.99219,2.582551,-0.039751
2_2_2023 20:41:43,0.002257,-0.046348,-0.114272,4194.969727,15503.99219,2.582551,-0.039751
2_2_2023 20:41:43,0.002257,-0.046348,-0.114272,4194.955078,15503.99219,2.582551,-0.039751
2_2_2023 20:41:43,0.002257,-0.046348,-0.114272,4194.955078,15486.4541,2.582551,-0.039751
2_2_2023 20:41:43,0.002257,-0.046348,-0.114272,4194.955078,15486.4541,2.587334,-0.039751
2_2_2023 20:41:43,0.002257,-0.046348,-0.114272,4194.955078,15486.4541,2.587334,-0.058902
2_2_2023 20:41:44,-0.003658,-0.046348,-0.114272,4194.955078,15486.4541,2.587334,-0.058902
2_2_2023 20:41:44,-0.003658,-0.110697,-0.114272,4194.955078,15486.4541,2.587334,-0.058902
2_2_2023 20:41:44,-0.003658,-0.110697,-0.119952,4194.955078,15486.4541,2.587334,-0.058902
2_2_2023 20:41:44,-0.003658,-0.110697,-0.119952,4194.94043,15486.4541,2.587334,-0.058902
2_2_2023 20:41:44,-0.003658,-0.110697,-0.119952,4194.94043,15468.43066,2.587334,-0.058902
2_2_2023 20:41:44,-0.003658,-0.110697,-0.119952,4194.94043,15468.43066,2.601887,-0.058902
2_2_2023 20:41:44,-0.003658,-0.110697,-0.119952,4194.94043,15468.43066,2.601887,-0.068423
2_2_2023 20:41:45,0.053871,-0.110697,-0.119952,4194.94043,15468.43066,2.601887,-0.068423
2_2_2023 20:41:45,0.053871,0.029636,-0.119952,4194.94043,15468.43066,2.601887,-0.068423
2_2_2023 20:41:45,0.053871,0.029636,-0.105694,4194.94043,15468.43066,2.601887,-0.068423
2_2_2023 20:41:45,0.053871,0.029636,-0.105694,4194.925293,15468.43066,2.601887,-0.068423
2_2_2023 20:41:45,0.053871,0.029636,-0.105694,4194.925293,15450.41504,2.601887,-0.068423
2_2_2023 20:41:45,0.053871,0.029636,-0.105694,4194.925293,15450.41504,2.597266,-0.068423
2_2_2023 20:41:45,0.053871,0.029636,-0.105694,4194.925293,15450.41504,2.597266,-0.066617
2_2_2023 20:41:46,0.0259,0.029636,-0.105694,4194.925293,15450.41504,2.597266,-0.066617
2_2_2023 20:41:46,0.0259,-0.005106,-0.105694,4194.925293,15450.41504,2.597266,-0.066617
2_2_2023 20:41:46,0.0259,-0.005106,-0.11266,4194.925293,15450.41504,2.597266,-0.066617
2_2_2023 20:41:46,0.0259,-0.005106,-0.11266,4194.910645,15450.41504,2.597266,-0.066617
2_2_2023 20:41:46,0.0259,-0.005106,-0.11266,4194.910645,15432.8252,2.597266,-0.066617
2_2_2023 20:41:46,0.0259,-0.005106,-0.11266,4194.910645,15432.8252,2.59333,-0.066617
2_2_2023 20:41:46,0.0259,-0.005106,-0.11266,4194.910645,15432.8252,2.59333,-0.042042
2_2_2023 20:41:47,0.014713,-0.005106,-0.11266,4194.910645,15432.8252,2.59333,-0.042042
2_2_2023 20:41:47,0.014713,-0.169298,-0.11266,4194.910645,15432.8252,2.59333,-0.042042
2_2_2023 20:41:47,0.014713,-0.169298,-0.101061,4194.910645,15432.8252,2.59333,-0.042042
2_2_2023 20:41:47,0.014713,-0.169298,-0.101061,4194.895996,15432.8252,2.59333,-0.042042
2_2_2023 20:41:47,0.014713,-0.169298,-0.101061,4194.895996,15414.73438,2.59333,-0.042042
2_2_2023 20:41:47,0.014713,-0.169298,-0.101061,4194.895996,15414.73438,2.604656,-0.042042
2_2_2023 20:41:47,0.014713,-0.169298,-0.101061,4194.895996,15414.73438,2.604656,-0.059775
2_2_2023 20:41:48,0.149035,-0.169298,-0.101061,4194.895996,15414.73438,2.604656,-0.059775
2_2_2023 20:41:48,0.149035,0.002855,-0.101061,4194.895996,15414.73438,2.604656,-0.059775
2_2_2023 20:41:48,0.149035,0.002855,-0.100444,4194.895996,15414.73438,2.604656,-0.059775
2_2_2023 20:41:48,0.149035,0.002855,-0.100444,4194.880859,15414.73438,2.604656,-0.059775
2_2_2023 20:41:48,0.149035,0.002855,-0.100444,4194.880859,15396.93652,2.604656,-0.059775
2_2_2023 20:41:48,0.149035,0.002855,-0.100444,4194.880859,15396.93652,2.617725,-0.059775
2_2_2023 20:41:48,0.149035,0.002855,-0.100444,4194.880859,15396.93652,2.617725,-0.017529
2_2_2023 20:41:49,-0.006157,0.002855,-0.100444,4194.880859,15396.93652,2.617725,-0.017529
