ACCELERATION BODY X,ACCELERATION BODY Y,ACCELERATION BODY Z,TOTAL WEIGHT,PLANE ALTITUDE,ATTITUDE INDICATOR PITCH DEGREES,ATTITUDE INDICATOR BANK DEGREES
2_2_2023 20:7:48,0.08651,0.002433,-0.01349,4291.749512,17382.86523,-0.541134,0.055044
2_2_2023 20:7:48,0.08651,0.002433,-0.01349,4291.749512,17382.86523,-0.540261,0.055044
2_2_2023 20:7:48,0.08651,0.002433,-0.01349,4291.749512,17382.86523,-0.540261,0.040323
2_2_2023 20:7:49,0.030787,0.002433,-0.01349,4291.749512,17382.86523,-0.540261,0.040323
2_2_2023 20:7:49,0.030787,-0.056664,-0.01349,4291.749512,17382.86523,-0.540261,0.040323
2_2_2023 20:7:49,0.030787,-0.056664,0.00094,4291.749512,17382.86523,-0.540261,0.040323
2_2_2023 20:7:49,0.030787,-0.056664,0.00094,4291.717773,17382.86523,-0.540261,0.040323
2_2_2023 20:7:49,0.030787,-0.056664,0.00094,4291.717773,17382.86523,-0.536939,0.040323
2_2_2023 20:7:49,0.030787,-0.056664,0.00094,4291.717773,17382.86523,-0.536939,0.066494
2_2_2023 20:7:50,0.043452,-0.056664,0.00094,4291.717773,17382.86523,-0.536939,0.066494
2_2_2023 20:7:50,0.043452,0.037674,0.00094,4291.717773,17382.86523,-0.536939,0.066494
2_2_2023 20:7:50,0.043452,0.037674,0.002486,4291.717773,17382.86523,-0.536939,0.066494
2_2_2023 20:7:50,0.043452,0.037674,0.002486,4291.685547,17382.86523,-0.536939,0.066494
2_2_2023 20:7:50,0.043452,0.037674,0.002486,4291.685547,17382.83398,-0.536939,0.066494
2_2_2023 20:7:50,0.043452,0.037674,0.002486,4291.685547,17382.83398,-0.540782,0.066494
2_2_2023 20:7:50,0.043452,0.037674,0.002486,4291.685547,17382.83398,-0.540782,0.078422
2_2_2023 20:7:51,-0.004954,0.037674,0.002486,4291.685547,17382.83398,-0.540782,0.078422
2_2_2023 20:7:51,-0.004954,0.023793,0.002486,4291.685547,17382.83398,-0.540782,0.078422
2_2_2023 20:7:51,-0.004954,0.023793,-0.002159,4291.685547,17382.83398,-0.540782,0.078422
2_2_2023 20:7:51,-0.004954,0.023793,-0.002159,4291.653809,17382.83398,-0.540782,0.078422
2_2_2023 20:7:51,-0.004954,0.023793,-0.002159,4291.653809,17382.83398,-0.54408,0.078422
2_2_2023 20:7:51,-0.004954,0.023793,-0.002159,4291.653809,17382.83398,-0.54408,0.075517
2_2_2023 20:7:52,-0.023728,0.023793,-0.002159,4291.653809,17382.83398,-0.54408,0.075517
2_2_2023 20:7:52,-0.023728,0.00627,-0.002159,4291.653809,17382.83398,-0.54408,0.075517
2_2_2023 20:7:52,-0.023728,0.00627,0.006696,4291.653809,17382.83398,-0.54408,0.075517
2_2_2023 20:7:52,-0.023728,0.00627,0.006696,4291.62207,17382.83398,-0.54408,0.075517
2_2_2023 20:7:52,-0.023728,0.00627,0.006696,4291.62207,17382.83398,-0.543693,0.075517
2_2_2023 20:7:52,-0.023728,0.00627,0.006696,4291.62207,17382.83398,-0.543693,0.061448
2_2_2023 20:7:53,-0.161296,0.00627,0.006696,4291.62207,17382.83398,-0.543693,0.061448
2_2_2023 20:7:53,-0.161296,0.032673,0.006696,4291.62207,17382.83398,-0.543693,0.061448
2_2_2023 20:7:53,-0.161296,0.032673,-0.017142,4291.62207,17382.83398,-0.543693,0.061448
2_2_2023 20:7:53,-0.161296,0.032673,-0.017142,4291.589844,17382.83398,-0.543693,0.061448
2_2_2023 20:7:53,-0.161296,0.032673,-0.017142,4291.589844,17382.83398,-0.541911,0.061448
2_2_2023 20:7:53,-0.161296,0.032673,-0.017142,4291.589844,17382.83398,-0.541911,0.054513
2_2_2023 20:7:54,-0.007844,0.032673,-0.017142,4291.589844,17382.83398,-0.541911,0.054513
2_2_2023 20:7:54,-0.007844,0.035014,-0.017142,4291.589844,17382.83398,-0.541911,0.054513
2_2_2023 20:7:54,-0.007844,0.035014,-0.008566,4291.589844,17382.83398,-0.541911,0.054513
2_2_2023 20:7:54,-0.007844,0.035014,-0.008566,4291.558105,17382.83398,-0.541911,0.054513
2_2_2023 20:7:54,-0.007844,0.035014,-0.008566,4291.558105,17382.83398,-0.542987,0.054513
2_2_2023 20:7:54,-0.007844,0.035014,-0.008566,4291.558105,17382.83398,-0.542987,0.046857
2_2_2023 20:7:55,0.102611,0.035014,-0.008566,4291.558105,17382.83398,-0.542987,0.046857
2_2_2023 20:7:55,0.102611,-0.016315,-0.008566,4291.558105,17382.83398,-0.542987,0.046857
2_2_2023 20:7:55,0.102611,-0.016315,-0.001553,4291.558105,17382.83398,-0.542987,0.046857
2_2_2023 20:7:55,0.102611,-0.016315,-0.001553,4291.526367,17382.83398,-0.542987,0.046857
2_2_2023 20:7:55,0.102611,-0.016315,-0.001553,4291.526367,17382.85547,-0.542987,0.046857
2_2_2023 20:7:55,0.102611,-0.016315,-0.001553,4291.526367,17382.85547,-0.541608,0.046857
2_2_2023 20:7:55,0.102611,-0.016315,-0.001553,4291.526367,17382.85547,-0.541608,0.030853
2_2_2023 20:7:56,0.107917,-0.016315,-0.001553,4291.526367,17382.85547,-0.541608,0.030853
2_2_2023 20:7:56,0.107917,-0.058538,-0.001553,4291.526367,17382.85547,-0.541608,0.030853
2_2_2023 20:7:56,0.107917,-0.058538,-0.012094,4291.526367,17382.85547,-0.541608,0.030853
2_2_2023 20:7:56,0.107917,-0.058538,-0.012094,4291.494141,17382.85547,-0.541608,0.030853
2_2_2023 20:7:56,0.107917,-0.058538,-0.012094,4291.494141,17382.86328,-0.541608,0.030853
2_2_2023 20:7:56,0.107917,-0.058538,-0.012094,4291.494141,17382.86328,-0.535501,0.030853
2_2_2023 20:7:56,0.107917,-0.058538,-0.012094,4291.494141,17382.86328,-0.535501,0.079721
2_2_2023 20:7:57,0.025792,-0.058538,-0.012094,4291.494141,17382.86328,-0.535501,0.079721
2_2_2023 20:7:57,0.025792,0.016428,-0.012094,4291.494141,17382.86328,-0.535501,0.079721
2_2_2023 20:7:57,0.025792,0.016428,-0.015792,4291.494141,17382.86328,-0.535501,0.079721
2_2_2023 20:7:57,0.025792,0.016428,-0.015792,4291.462402,17382.86328,-0.535501,0.079721
2_2_2023 20:7:57,0.025792,0.016428,-0.015792,4291.462402,17382.86328,-0.537043,0.079721
2_2_2023 20:7:57,0.025792,0.016428,-0.015792,4291.462402,17382.86328,-0.537043,0.065655
2_2_2023 20:7:58,-0.057172,0.016428,-0.015792,4291.462402,17382.86328,-0.537043,0.065655
2_2_2023 20:7:58,-0.057172,-0.004126,-0.015792,4291.462402,17382.86328,-0.537043,0.065655
2_2_2023 20:7:58,-0.057172,-0.004126,-0.018045,4291.462402,17382.86328,-0.537043,0.065655
2_2_2023 20:7:58,-0.057172,-0.004126,-0.018045,4291.430664,17382.86328,-0.537043,0.065655
2_2_2023 20:7:58,-0.057172,-0.004126,-0.018045,4291.430664,17382.86328,-0.535904,0.065655
2_2_2023 20:7:58,-0.057172,-0.004126,-0.018045,4291.430664,17382.86328,-0.535904,0.06602
2_2_2023 20:7:59,-0.027736,-0.004126,-0.018045,4291.430664,17382.86328,-0.535904,0.06602
2_2_2023 20:7:59,-0.027736,-0.006912,-0.018045,4291.430664,17382.86328,-0.535904,0.06602
2_2_2023 20:7:59,-0.027736,-0.006912,-0.014162,4291.430664,17382.86328,-0.535904,0.06602
2_2_2023 20:7:59,-0.027736,-0.006912,-0.014162,4291.398926,17382.86328,-0.535904,0.06602
2_2_2023 20:7:59,-0.027736,-0.006912,-0.014162,4291.398926,17382.86328,-0.535604,0.06602
2_2_2023 20:7:59,-0.027736,-0.006912,-0.014162,4291.398926,17382.86328,-0.535604,0.048286
2_2_2023 20:8:0,-0.082025,-0.006912,-0.014162,4291.398926,17382.86328,-0.535604,0.048286
2_2_2023 20:8:0,-0.082025,0.028251,-0.014162,4291.398926,17382.86328,-0.535604,0.048286
2_2_2023 20:8:0,-0.082025,0.028251,-0.010093,4291.398926,17382.86328,-0.535604,0.048286
2_2_2023 20:8:0,-0.082025,0.028251,-0.010093,4291.367188,17382.86328,-0.535604,0.048286
2_2_2023 20:8:0,-0.082025,0.028251,-0.010093,4291.367188,17382.85547,-0.535604,0.048286
2_2_2023 20:8:0,-0.082025,0.028251,-0.010093,4291.367188,17382.85547,-0.535936,0.048286
2_2_2023 20:8:0,-0.082025,0.028251,-0.010093,4291.367188,17382.85547,-0.535936,0.059508
2_2_2023 20:8:1,0.020125,0.028251,-0.010093,4291.367188,17382.85547,-0.535936,0.059508
2_2_2023 20:8:1,0.020125,0.023945,-0.010093,4291.367188,17382.85547,-0.535936,0.059508
2_2_2023 20:8:1,0.020125,0.023945,-0.023123,4291.367188,17382.85547,-0.535936,0.059508
2_2_2023 20:8:1,0.020125,0.023945,-0.023123,4291.334961,17382.85547,-0.535936,0.059508
2_2_2023 20:8:1,0.020125,0.023945,-0.023123,4291.334961,17382.85547,-0.538598,0.059508
2_2_2023 20:8:1,0.020125,0.023945,-0.023123,4291.334961,17382.85547,-0.538598,0.043064
2_2_2023 20:8:2,0.072535,0.023945,-0.023123,4291.334961,17382.85547,-0.538598,0.043064
2_2_2023 20:8:2,0.072535,-0.074255,-0.023123,4291.334961,17382.85547,-0.538598,0.043064
2_2_2023 20:8:2,0.072535,-0.074255,-0.00841,4291.334961,17382.85547,-0.538598,0.043064
2_2_2023 20:8:2,0.072535,-0.074255,-0.00841,4291.303223,17382.85547,-0.538598,0.043064
2_2_2023 20:8:2,0.072535,-0.074255,-0.00841,4291.303223,17382.87305,-0.538598,0.043064
2_2_2023 20:8:2,0.072535,-0.074255,-0.00841,4291.303223,17382.87305,-0.534204,0.043064
2_2_2023 20:8:2,0.072535,-0.074255,-0.00841,4291.303223,17382.87305,-0.534204,0.058638
2_2_2023 20:8:3,0.081673,-0.074255,-0.00841,4291.303223,17382.87305,-0.534204,0.058638
2_2_2023 20:8:3,0.081673,0.024925,-0.00841,4291.303223,17382.87305,-0.534204,0.058638
2_2_2023 20:8:3,0.081673,0.024925,-0.003811,4291.303223,17382.87305,-0.534204,0.058638
2_2_2023 20:8:3,0.081673,0.024925,-0.003811,4291.270996,17382.87305,-0.534204,0.058638
2_2_2023 20:8:3,0.081673,0.024925,-0.003811,4291.270996,17382.85156,-0.534204,0.058638
2_2_2023 20:8:3,0.081673,0.024925,-0.003811,4291.270996,17382.85156,-0.534468,0.058638
2_2_2023 20:8:3,0.081673,0.024925,-0.003811,4291.270996,17382.85156,-0.534468,0.088613
2_2_2023 20:8:4,0.011726,0.024925,-0.003811,4291.270996,17382.85156,-0.534468,0.088613
2_2_2023 20:8:4,0.011726,0.021205,-0.003811,4291.270996,17382.85156,-0.534468,0.088613
2_2_2023 20:8:4,0.011726,0.021205,-0.005458,4291.270996,17382.85156,-0.534468,0.088613
2_2_2023 20:8:4,0.011726,0.021205,-0.005458,4291.239258,17382.85156,-0.534468,0.088613
2_2_2023 20:8:4,0.011726,0.021205,-0.005458,4291.239258,17382.83789,-0.534468,0.088613
2_2_2023 20:8:4,0.011726,0.021205,-0.005458,4291.239258,17382.83789,-0.540645,0.088613
2_2_2023 20:8:4,0.011726,0.021205,-0.005458,4291.239258,17382.83789,-0.540645,0.071584
2_2_2023 20:8:5,0.019021,0.021205,-0.005458,4291.239258,17382.83789,-0.540645,0.071584
2_2_2023 20:8:5,0.019021,-0.039569,-0.005458,4291.239258,17382.83789,-0.540645,0.071584
2_2_2023 20:8:5,0.019021,-0.039569,0.000108,4291.239258,17382.83789,-0.540645,0.071584
2_2_2023 20:8:5,0.019021,-0.039569,0.000108,4291.20752,17382.83789,-0.540645,0.071584
2_2_2023 20:8:5,0.019021,-0.039569,0.000108,4291.20752,17382.83789,-0.54057,0.071584
2_2_2023 20:8:5,0.019021,-0.039569,0.000108,4291.20752,17382.83789,-0.54057,0.060337
2_2_2023 20:8:6,-0.067522,-0.039569,0.000108,4291.20752,17382.83789,-0.54057,0.060337
2_2_2023 20:8:6,-0.067522,-0.008631,0.000108,4291.20752,17382.83789,-0.54057,0.060337
2_2_2023 20:8:6,-0.067522,-0.008631,-0.010689,4291.20752,17382.83789,-0.54057,0.060337
2_2_2023 20:8:6,-0.067522,-0.008631,-0.010689,4291.175293,17382.83789,-0.54057,0.060337
2_2_2023 20:8:6,-0.067522,-0.008631,-0.010689,4291.175293,17382.83789,-0.540478,0.060337
2_2_2023 20:8:6,-0.067522,-0.008631,-0.010689,4291.175293,17382.83789,-0.540478,0.057861
2_2_2023 20:8:7,0.011,-0.008631,-0.010689,4291.175293,17382.83789,-0.540478,0.057861
2_2_2023 20:8:7,0.011,0.026997,-0.010689,4291.175293,17382.83789,-0.540478,0.057861
2_2_2023 20:8:7,0.011,0.026997,-0.014539,4291.175293,17382.83789,-0.540478,0.057861
2_2_2023 20:8:7,0.011,0.026997,-0.014539,4291.143555,17382.83789,-0.540478,0.057861
2_2_2023 20:8:7,0.011,0.026997,-0.014539,4291.143555,17382.83789,-0.541748,0.057861
2_2_2023 20:8:7,0.011,0.026997,-0.014539,4291.143555,17382.83789,-0.541748,0.059496
2_2_2023 20:8:8,-0.001408,0.026997,-0.014539,4291.143555,17382.83789,-0.541748,0.059496
2_2_2023 20:8:8,-0.001408,-0.005001,-0.014539,4291.143555,17382.83789,-0.541748,0.059496
2_2_2023 20:8:8,-0.001408,-0.005001,-0.023377,4291.143555,17382.83789,-0.541748,0.059496
2_2_2023 20:8:8,-0.001408,-0.005001,-0.023377,4291.111816,17382.83789,-0.541748,0.059496
2_2_2023 20:8:8,-0.001408,-0.005001,-0.023377,4291.111816,17382.86133,-0.541748,0.059496
2_2_2023 20:8:8,-0.001408,-0.005001,-0.023377,4291.111816,17382.86133,-0.541622,0.059496
2_2_2023 20:8:8,-0.001408,-0.005001,-0.023377,4291.111816,17382.86133,-0.541622,0.057307
2_2_2023 20:8:9,0.010024,-0.005001,-0.023377,4291.111816,17382.86133,-0.541622,0.057307
2_2_2023 20:8:9,0.010024,-0.071337,-0.023377,4291.111816,17382.86133,-0.541622,0.057307
2_2_2023 20:8:9,0.010024,-0.071337,-0.012702,4291.111816,17382.86133,-0.541622,0.057307
2_2_2023 20:8:9,0.010024,-0.071337,-0.012702,4291.080078,17382.86133,-0.541622,0.057307
2_2_2023 20:8:9,0.010024,-0.071337,-0.012702,4291.080078,17382.87891,-0.541622,0.057307
2_2_2023 20:8:9,0.010024,-0.071337,-0.012702,4291.080078,17382.87891,-0.534147,0.057307
2_2_2023 20:8:9,0.010024,-0.071337,-0.012702,4291.080078,17382.87891,-0.534147,0.059155
2_2_2023 20:8:10,0.041162,-0.071337,-0.012702,4291.080078,17382.87891,-0.534147,0.059155
2_2_2023 20:8:10,0.041162,-0.003844,-0.012702,4291.080078,17382.87891,-0.534147,0.059155
2_2_2023 20:8:10,0.041162,-0.003844,-0.039524,4291.080078,17382.87891,-0.534147,0.059155
2_2_2023 20:8:10,0.041162,-0.003844,-0.039524,4291.04834,17382.87891,-0.534147,0.059155
2_2_2023 20:8:10,0.041162,-0.003844,-0.039524,4291.04834,17382.84766,-0.534147,0.059155
2_2_2023 20:8:10,0.041162,-0.003844,-0.039524,4291.04834,17382.84766,-0.537678,0.059155
2_2_2023 20:8:10,0.041162,-0.003844,-0.039524,4291.04834,17382.84766,-0.537678,0.060228
2_2_2023 20:8:11,-0.028958,-0.003844,-0.039524,4291.04834,17382.84766,-0.537678,0.060228
2_2_2023 20:8:11,-0.028958,-0.002453,-0.039524,4291.04834,17382.84766,-0.537678,0.060228
2_2_2023 20:8:11,-0.028958,-0.002453,-0.015085,4291.04834,17382.84766,-0.537678,0.060228
2_2_2023 20:8:11,-0.028958,-0.002453,-0.015085,4291.016602,17382.84766,-0.537678,0.060228
2_2_2023 20:8:11,-0.028958,-0.002453,-0.015085,4291.016602,17382.83594,-0.537678,0.060228
2_2_2023 20:8:11,-0.028958,-0.002453,-0.015085,4291.016602,17382.83594,-0.542018,0.060228
2_2_2023 20:8:11,-0.028958,-0.002453,-0.015085,4291.016602,17382.83594,-0.542018,0.049638
2_2_2023 20:8:12,0.035517,-0.002453,-0.015085,4291.016602,17382.83594,-0.542018,0.049638
2_2_2023 20:8:12,0.035517,0.014164,-0.015085,4291.016602,17382.83594,-0.542018,0.049638
2_2_2023 20:8:12,0.035517,0.014164,-0.01254,4291.016602,17382.83594,-0.542018,0.049638
2_2_2023 20:8:12,0.035517,0.014164,-0.01254,4290.984863,17382.83594,-0.542018,0.049638
2_2_2023 20:8:12,0.035517,0.014164,-0.01254,4290.984863,17382.83008,-0.542018,0.049638
2_2_2023 20:8:12,0.035517,0.014164,-0.01254,4290.984863,17382.83008,-0.545018,0.049638
2_2_2023 20:8:12,0.035517,0.014164,-0.01254,4290.984863,17382.83008,-0.545018,0.06244
2_2_2023 20:8:13,-0.045715,0.014164,-0.01254,4290.984863,17382.83008,-0.545018,0.06244
2_2_2023 20:8:13,-0.045715,0.008376,-0.01254,4290.984863,17382.83008,-0.545018,0.06244
2_2_2023 20:8:13,-0.045715,0.008376,-0.017698,4290.984863,17382.83008,-0.545018,0.06244
2_2_2023 20:8:13,-0.045715,0.008376,-0.017698,4290.952637,17382.83008,-0.545018,0.06244
2_2_2023 20:8:13,-0.045715,0.008376,-0.017698,4290.952637,17382.83008,-0.546515,0.06244
2_2_2023 20:8:13,-0.045715,0.008376,-0.017698,4290.952637,17382.83008,-0.546515,0.055211
2_2_2023 20:8:14,-0.061688,0.008376,-0.017698,4290.952637,17382.83008,-0.546515,0.055211
2_2_2023 20:8:14,-0.061688,0.037825,-0.017698,4290.952637,17382.83008,-0.546515,0.055211
2_2_2023 20:8:14,-0.061688,0.037825,-0.019035,4290.952637,17382.83008,-0.546515,0.055211
2_2_2023 20:8:14,-0.061688,0.037825,-0.019035,4290.920898,17382.83008,-0.546515,0.055211
2_2_2023 20:8:14,-0.061688,0.037825,-0.019035,4290.920898,17382.83008,-0.549598,0.055211
2_2_2023 20:8:14,-0.061688,0.037825,-0.019035,4290.920898,17382.83008,-0.549598,0.063037
2_2_2023 20:8:15,0.038783,0.037825,-0.019035,4290.920898,17382.83008,-0.549598,0.063037
2_2_2023 20:8:15,0.038783,0.014958,-0.019035,4290.920898,17382.83008,-0.549598,0.063037
2_2_2023 20:8:15,0.038783,0.014958,-0.012929,4290.920898,17382.83008,-0.549598,0.063037
2_2_2023 20:8:15,0.038783,0.014958,-0.012929,4290.88916,17382.83008,-0.549598,0.063037
2_2_2023 20:8:15,0.038783,0.014958,-0.012929,4290.88916,17382.83008,-0.547874,0.063037
2_2_2023 20:8:15,0.038783,0.014958,-0.012929,4290.88916,17382.83008,-0.547874,0.052291
2_2_2023 20:8:16,0.053418,0.014958,-0.012929,4290.88916,17382.83008,-0.547874,0.052291
2_2_2023 20:8:16,0.053418,-0.007689,-0.012929,4290.88916,17382.83008,-0.547874,0.052291
2_2_2023 20:8:16,0.053418,-0.007689,-0.012307,4290.88916,17382.83008,-0.547874,0.052291
2_2_2023 20:8:16,0.053418,-0.007689,-0.012307,4290.856934,17382.83008,-0.547874,0.052291
2_2_2023 20:8:16,0.053418,-0.007689,-0.012307,4290.856934,17382.83008,-0.54836,0.052291
2_2_2023 20:8:16,0.053418,-0.007689,-0.012307,4290.856934,17382.83008,-0.54836,0.046921
2_2_2023 20:8:17,0.173431,-0.007689,-0.012307,4290.856934,17382.83008,-0.54836,0.046921
2_2_2023 20:8:17,0.173431,-0.020913,-0.012307,4290.856934,17382.83008,-0.54836,0.046921
2_2_2023 20:8:17,0.173431,-0.020913,-0.001863,4290.856934,17382.83008,-0.54836,0.046921
2_2_2023 20:8:17,0.173431,-0.020913,-0.001863,4290.825195,17382.83008,-0.54836,0.046921
2_2_2023 20:8:17,0.173431,-0.020913,-0.001863,4290.825195,17382.83008,-0.550063,0.046921
2_2_2023 20:8:17,0.173431,-0.020913,-0.001863,4290.825195,17382.83008,-0.550063,0.055413
2_2_2023 20:8:18,0.058587,-0.020913,-0.001863,4290.825195,17382.83008,-0.550063,0.055413
2_2_2023 20:8:18,0.058587,0.014866,-0.001863,4290.825195,17382.83008,-0.550063,0.055413
2_2_2023 20:8:18,0.058587,0.014866,-0.010623,4290.825195,17382.83008,-0.550063,0.055413
2_2_2023 20:8:18,0.058587,0.014866,-0.010623,4290.793457,17382.83008,-0.550063,0.055413
2_2_2023 20:8:18,0.058587,0.014866,-0.010623,4290.793457,17382.82617,-0.550063,0.055413
2_2_2023 20:8:18,0.058587,0.014866,-0.010623,4290.793457,17382.82617,-0.551108,0.055413
2_2_2023 20:8:18,0.058587,0.014866,-0.010623,4290.793457,17382.82617,-0.551108,0.076375
2_2_2023 20:8:19,0.092747,0.014866,-0.010623,4290.793457,17382.82617,-0.551108,0.076375
2_2_2023 20:8:19,0.092747,-0.071849,-0.010623,4290.793457,17382.82617,-0.551108,0.076375
2_2_2023 20:8:19,0.092747,-0.071849,0.010181,4290.793457,17382.82617,-0.551108,0.076375
2_2_2023 20:8:19,0.092747,-0.071849,0.010181,4290.76123,17382.82617,-0.551108,0.076375
2_2_2023 20:8:19,0.092747,-0.071849,0.010181,4290.76123,17382.82617,-0.553272,0.076375
2_2_2023 20:8:19,0.092747,-0.071849,0.010181,4290.76123,17382.82617,-0.553272,0.051582
2_2_2023 20:8:20,-0.110182,-0.071849,0.010181,4290.76123,17382.82617,-0.553272,0.051582
2_2_2023 20:8:20,-0.110182,0.066785,0.010181,4290.76123,17382.82617,-0.553272,0.051582
2_2_2023 20:8:20,-0.110182,0.066785,-0.007401,4290.76123,17382.82617,-0.553272,0.051582
2_2_2023 20:8:20,-0.110182,0.066785,-0.007401,4290.729492,17382.82617,-0.553272,0.051582
2_2_2023 20:8:20,-0.110182,0.066785,-0.007401,4290.729492,17382.80664,-0.553272,0.051582
2_2_2023 20:8:20,-0.110182,0.066785,-0.007401,4290.729492,17382.80664,-0.553128,0.051582
2_2_2023 20:8:20,-0.110182,0.066785,-0.007401,4290.729492,17382.80664,-0.553128,0.056669
2_2_2023 20:8:21,-0.052104,0.066785,-0.007401,4290.729492,17382.80664,-0.553128,0.056669
2_2_2023 20:8:21,-0.052104,0.038953,-0.007401,4290.729492,17382.80664,-0.553128,0.056669
2_2_2023 20:8:21,-0.052104,0.038953,-0.006699,4290.729492,17382.80664,-0.553128,0.056669
2_2_2023 20:8:21,-0.052104,0.038953,-0.006699,4290.697754,17382.80664,-0.553128,0.056669
2_2_2023 20:8:21,-0.052104,0.038953,-0.006699,4290.697754,17382.79688,-0.553128,0.056669
2_2_2023 20:8:21,-0.052104,0.038953,-0.006699,4290.697754,17382.79688,-0.559209,0.056669
2_2_2023 20:8:21,-0.052104,0.038953,-0.006699,4290.697754,17382.79688,-0.559209,0.043883
2_2_2023 20:8:22,-0.070582,0.038953,-0.006699,4290.697754,17382.79688,-0.559209,0.043883
2_2_2023 20:8:22,-0.070582,0.025149,-0.006699,4290.697754,17382.79688,-0.559209,0.043883
2_2_2023 20:8:22,-0.070582,0.025149,-0.019155,4290.697754,17382.79688,-0.559209,0.043883
2_2_2023 20:8:22,-0.070582,0.025149,-0.019155,4290.666016,17382.79688,-0.559209,0.043883
2_2_2023 20:8:22,-0.070582,0.025149,-0.019155,4290.666016,17382.79688,-0.557707,0.043883
2_2_2023 20:8:22,-0.070582,0.025149,-0.019155,4290.666016,17382.79688,-0.557707,0.05668
2_2_2023 20:8:23,-0.009215,0.025149,-0.019155,4290.666016,17382.79688,-0.557707,0.05668
2_2_2023 20:8:23,-0.009215,0.020276,-0.019155,4290.666016,17382.79688,-0.557707,0.05668
2_2_2023 20:8:23,-0.009215,0.020276,-0.016804,4290.666016,17382.79688,-0.557707,0.05668
2_2_2023 20:8:23,-0.009215,0.020276,-0.016804,4290.634277,17382.79688,-0.557707,0.05668
2_2_2023 20:8:23,-0.009215,0.020276,-0.016804,4290.634277,17382.79688,-0.557025,0.05668
2_2_2023 20:8:23,-0.009215,0.020276,-0.016804,4290.634277,17382.79688,-0.557025,0.052897
2_2_2023 20:8:24,-0.040541,0.020276,-0.016804,4290.634277,17382.79688,-0.557025,0.052897
2_2_2023 20:8:24,-0.040541,-0.00428,-0.016804,4290.634277,17382.79688,-0.557025,0.052897
2_2_2023 20:8:24,-0.040541,-0.00428,-0.007538,4290.634277,17382.79688,-0.557025,0.052897
2_2_2023 20:8:24,-0.040541,-0.00428,-0.007538,4290.602051,17382.79688,-0.557025,0.052897
2_2_2023 20:8:24,-0.040541,-0.00428,-0.007538,4290.602051,17382.79688,-0.553729,0.052897
2_2_2023 20:8:24,-0.040541,-0.00428,-0.007538,4290.602051,17382.79688,-0.553729,0.0542
2_2_2023 20:8:25,0.024603,-0.00428,-0.007538,4290.602051,17382.79688,-0.553729,0.0542
2_2_2023 20:8:25,0.024603,0.018822,-0.007538,4290.602051,17382.79688,-0.553729,0.0542
2_2_2023 20:8:25,0.024603,0.018822,-0.009707,4290.602051,17382.79688,-0.553729,0.0542
2_2_2023 20:8:25,0.024603,0.018822,-0.009707,4290.570312,17382.79688,-0.553729,0.0542
2_2_2023 20:8:25,0.024603,0.018822,-0.009707,4290.570312,17382.79688,-0.557196,0.0542
2_2_2023 20:8:25,0.024603,0.018822,-0.009707,4290.570312,17382.79688,-0.557196,0.054765
2_2_2023 20:8:26,-0.01152,0.018822,-0.009707,4290.570312,17382.79688,-0.557196,0.054765
2_2_2023 20:8:26,-0.01152,-0.002508,-0.009707,4290.570312,17382.79688,-0.557196,0.054765
2_2_2023 20:8:26,-0.01152,-0.002508,-0.006708,4290.570312,17382.79688,-0.557196,0.054765
2_2_2023 20:8:26,-0.01152,-0.002508,-0.006708,4290.538574,17382.79688,-0.557196,0.054765
2_2_2023 20:8:26,-0.01152,-0.002508,-0.006708,4290.538574,17382.79688,-0.556386,0.054765
2_2_2023 20:8:26,-0.01152,-0.002508,-0.006708,4290.538574,17382.79688,-0.556386,0.059248
2_2_2023 20:8:27,0.077625,-0.002508,-0.006708,4290.538574,17382.79688,-0.556386,0.059248
2_2_2023 20:8:27,0.077625,0.04629,-0.006708,4290.538574,17382.79688,-0.556386,0.059248
2_2_2023 20:8:27,0.077625,0.04629,-0.008695,4290.538574,17382.79688,-0.556386,0.059248
2_2_2023 20:8:27,0.077625,0.04629,-0.008695,4290.506836,17382.79688,-0.556386,0.059248
2_2_2023 20:8:27,0.077625,0.04629,-0.008695,4290.506836,17382.79688,-0.558616,0.059248
2_2_2023 20:8:27,0.077625,0.04629,-0.008695,4290.506836,17382.79688,-0.558616,0.070262
2_2_2023 20:8:28,-0.022929,0.04629,-0.008695,4290.506836,17382.79688,-0.558616,0.070262
2_2_2023 20:8:28,-0.022929,0.015621,-0.008695,4290.506836,17382.79688,-0.558616,0.070262
2_2_2023 20:8:28,-0.022929,0.015621,-0.007945,4290.506836,17382.79688,-0.558616,0.070262
2_2_2023 20:8:28,-0.022929,0.015621,-0.007945,4290.475098,17382.79688,-0.558616,0.070262
2_2_2023 20:8:28,-0.022929,0.015621,-0.007945,4290.475098,17382.79688,-0.556724,0.070262
2_2_2023 20:8:28,-0.022929,0.015621,-0.007945,4290.475098,17382.79688,-0.556724,0.074036
2_2_2023 20:8:29,-0.049981,0.015621,-0.007945,4290.475098,17382.79688,-0.556724,0.074036
2_2_2023 20:8:29,-0.049981,0.018298,-0.007945,4290.475098,17382.79688,-0.556724,0.074036
2_2_2023 20:8:29,-0.049981,0.018298,-0.009525,4290.475098,17382.79688,-0.556724,0.074036
2_2_2023 20:8:29,-0.049981,0.018298,-0.009525,4290.442871,17382.79688,-0.556724,0.074036
2_2_2023 20:8:29,-0.049981,0.018298,-0.009525,4290.442871,17382.79688,-0.559162,0.074036
