ACCELERATION BODY X,ACCELERATION BODY Y,ACCELERATION BODY Z,TOTAL WEIGHT,PLANE ALTITUDE,ATTITUDE INDICATOR PITCH DEGREES,ATTITUDE INDICATOR BANK DEGREES,
 24_1_2023 16:30:58,-0.623096, -0.577492, 0.228676, 1853.641602, 1986.222900, 1.053567, 1.861743, 
 24_1_2023 16:30:58,-0.623096, -0.577492, 0.228676, 1853.641602, 1987.336914, 1.053567, 1.861743, 
 24_1_2023 16:30:58,-0.623096, -0.577492, 0.228676, 1853.641602, 1987.336914, 1.113083, 1.861743, 
 24_1_2023 16:30:58,-0.623096, -0.577492, 0.228676, 1853.641602, 1987.336914, 1.113083, 1.059197, 
 24_1_2023 16:30:59,-0.238186, -0.577492, 0.228676, 1853.641602, 1987.336914, 1.113083, 1.059197, 
 24_1_2023 16:30:59,-0.238186, 0.228717, 0.228676, 1853.641602, 1987.336914, 1.113083, 1.059197, 
 24_1_2023 16:30:59,-0.238186, 0.228717, 0.178085, 1853.641602, 1987.336914, 1.113083, 1.059197, 
 24_1_2023 16:30:59,-0.238186, 0.228717, 0.178085, 1853.630249, 1987.336914, 1.113083, 1.059197, 
 24_1_2023 16:30:59,-0.238186, 0.228717, 0.178085, 1853.630249, 1987.858521, 1.113083, 1.059197, 
 24_1_2023 16:30:59,-0.238186, 0.228717, 0.178085, 1853.630249, 1987.858521, 0.986988, 1.059197, 
 24_1_2023 16:30:59,-0.238186, 0.228717, 0.178085, 1853.630249, 1987.858521, 0.986988, 0.436507, 
 24_1_2023 16:31:0,-0.074345, 0.228717, 0.178085, 1853.630249, 1987.858521, 0.986988, 0.436507, 
 24_1_2023 16:31:0,-0.074345, 0.501946, 0.178085, 1853.630249, 1987.858521, 0.986988, 0.436507, 
 24_1_2023 16:31:0,-0.074345, 0.501946, 0.109725, 1853.630249, 1987.858521, 0.986988, 0.436507, 
 24_1_2023 16:31:0,-0.074345, 0.501946, 0.109725, 1853.618896, 1987.858521, 0.986988, 0.436507, 
 24_1_2023 16:31:0,-0.074345, 0.501946, 0.109725, 1853.618896, 1988.599365, 0.986988, 0.436507, 
 24_1_2023 16:31:0,-0.074345, 0.501946, 0.109725, 1853.618896, 1988.599365, 0.839619, 0.436507, 
 24_1_2023 16:31:0,-0.074345, 0.501946, 0.109725, 1853.618896, 1988.599365, 0.839619, 0.151492, 
 24_1_2023 16:31:1,-0.037599, 0.501946, 0.109725, 1853.618896, 1988.599365, 0.839619, 0.151492, 
 24_1_2023 16:31:1,-0.037599, 0.088758, 0.109725, 1853.618896, 1988.599365, 0.839619, 0.151492, 
 24_1_2023 16:31:1,-0.037599, 0.088758, 0.087824, 1853.618896, 1988.599365, 0.839619, 0.151492, 
 24_1_2023 16:31:1,-0.037599, 0.088758, 0.087824, 1853.607422, 1988.599365, 0.839619, 0.151492, 
 24_1_2023 16:31:1,-0.037599, 0.088758, 0.087824, 1853.607422, 1989.857666, 0.839619, 0.151492, 
 24_1_2023 16:31:1,-0.037599, 0.088758, 0.087824, 1853.607422, 1989.857666, 0.868751, 0.151492, 
 24_1_2023 16:31:1,-0.037599, 0.088758, 0.087824, 1853.607422, 1989.857666, 0.868751, 0.054061, 
 24_1_2023 16:31:2,0.055249, 0.088758, 0.087824, 1853.607422, 1989.857666, 0.868751, 0.054061, 
 24_1_2023 16:31:2,0.055249, -0.229541, 0.087824, 1853.607422, 1989.857666, 0.868751, 0.054061, 
 24_1_2023 16:31:2,0.055249, -0.229541, 0.134127, 1853.607422, 1989.857666, 0.868751, 0.054061, 
 24_1_2023 16:31:2,0.055249, -0.229541, 0.134127, 1853.595947, 1989.857666, 0.868751, 0.054061, 
 24_1_2023 16:31:2,0.055249, -0.229541, 0.134127, 1853.595947, 1991.200806, 0.868751, 0.054061, 
 24_1_2023 16:31:2,0.055249, -0.229541, 0.134127, 1853.595947, 1991.200806, 1.004114, 0.054061, 
 24_1_2023 16:31:2,0.055249, -0.229541, 0.134127, 1853.595947, 1991.200806, 1.004114, -0.016357, 
 24_1_2023 16:31:3,-0.100806, -0.229541, 0.134127, 1853.595947, 1991.200806, 1.004114, -0.016357, 
 24_1_2023 16:31:3,-0.100806, 0.165643, 0.134127, 1853.595947, 1991.200806, 1.004114, -0.016357, 
 24_1_2023 16:31:3,-0.100806, 0.165643, 0.159042, 1853.595947, 1991.200806, 1.004114, -0.016357, 
 24_1_2023 16:31:3,-0.100806, 0.165643, 0.159042, 1853.584595, 1991.200806, 1.004114, -0.016357, 
 24_1_2023 16:31:3,-0.100806, 0.165643, 0.159042, 1853.584595, 1992.401855, 1.004114, -0.016357, 
 24_1_2023 16:31:3,-0.100806, 0.165643, 0.159042, 1853.584595, 1992.401855, 1.091312, -0.016357, 
 24_1_2023 16:31:3,-0.100806, 0.165643, 0.159042, 1853.584595, 1992.401855, 1.091312, 0.118386, 
 24_1_2023 16:31:4,0.199096, 0.165643, 0.159042, 1853.584595, 1992.401855, 1.091312, 0.118386, 
 24_1_2023 16:31:4,0.199096, -2.660910, 0.159042, 1853.584595, 1992.401855, 1.091312, 0.118386, 
 24_1_2023 16:31:4,0.199096, -2.660910, -0.083732, 1853.584595, 1992.401855, 1.091312, 0.118386, 
 24_1_2023 16:31:4,0.199096, -2.660910, -0.083732, 1853.573120, 1992.401855, 1.091312, 0.118386, 
 24_1_2023 16:31:4,0.199096, -2.660910, -0.083732, 1853.573120, 1993.795044, 1.091312, 0.118386, 
 24_1_2023 16:31:4,0.199096, -2.660910, -0.083732, 1853.573120, 1993.795044, 0.961929, 0.118386, 
 24_1_2023 16:31:4,0.199096, -2.660910, -0.083732, 1853.573120, 1993.795044, 0.961929, -0.447046, 
 24_1_2023 16:31:5,0.384400, -2.660910, -0.083732, 1853.573120, 1993.795044, 0.961929, -0.447046, 
 24_1_2023 16:31:5,0.384400, -1.008059, -0.083732, 1853.573120, 1993.795044, 0.961929, -0.447046, 
 24_1_2023 16:31:5,0.384400, -1.008059, 0.067175, 1853.573120, 1993.795044, 0.961929, -0.447046, 
 24_1_2023 16:31:5,0.384400, -1.008059, 0.067175, 1853.561768, 1993.795044, 0.961929, -0.447046, 
 24_1_2023 16:31:5,0.384400, -1.008059, 0.067175, 1853.561768, 1993.626465, 0.961929, -0.447046, 
 24_1_2023 16:31:5,0.384400, -1.008059, 0.067175, 1853.561768, 1993.626465, 1.109628, -0.447046, 
 24_1_2023 16:31:5,0.384400, -1.008059, 0.067175, 1853.561768, 1993.626465, 1.109628, -0.451066, 
 24_1_2023 16:31:6,-0.106748, -1.008059, 0.067175, 1853.561768, 1993.626465, 1.109628, -0.451066, 
 24_1_2023 16:31:6,-0.106748, 1.304394, 0.067175, 1853.561768, 1993.626465, 1.109628, -0.451066, 
 24_1_2023 16:31:6,-0.106748, 1.304394, 0.007567, 1853.561768, 1993.626465, 1.109628, -0.451066, 
 24_1_2023 16:31:6,-0.106748, 1.304394, 0.007567, 1853.550293, 1993.626465, 1.109628, -0.451066, 
 24_1_2023 16:31:6,-0.106748, 1.304394, 0.007567, 1853.550293, 1992.277466, 1.109628, -0.451066, 
 24_1_2023 16:31:6,-0.106748, 1.304394, 0.007567, 1853.550293, 1992.277466, 0.755409, -0.451066, 
 24_1_2023 16:31:6,-0.106748, 1.304394, 0.007567, 1853.550293, 1992.277466, 0.755409, 0.303172, 
 24_1_2023 16:31:7,-0.433502, 1.304394, 0.007567, 1853.550293, 1992.277466, 0.755409, 0.303172, 
 24_1_2023 16:31:7,-0.433502, 1.014143, 0.007567, 1853.550293, 1992.277466, 0.755409, 0.303172, 
 24_1_2023 16:31:7,-0.433502, 1.014143, -0.200986, 1853.550293, 1992.277466, 0.755409, 0.303172, 
 24_1_2023 16:31:7,-0.433502, 1.014143, -0.200986, 1853.538818, 1992.277466, 0.755409, 0.303172, 
 24_1_2023 16:31:7,-0.433502, 1.014143, -0.200986, 1853.538818, 1991.731201, 0.755409, 0.303172, 
 24_1_2023 16:31:7,-0.433502, 1.014143, -0.200986, 1853.538818, 1991.731201, 0.368528, 0.303172, 
 24_1_2023 16:31:7,-0.433502, 1.014143, -0.200986, 1853.538818, 1991.731201, 0.368528, 0.902223, 
 24_1_2023 16:31:8,-0.722256, 1.014143, -0.200986, 1853.538818, 1991.731201, 0.368528, 0.902223, 
 24_1_2023 16:31:8,-0.722256, -0.329417, -0.200986, 1853.538818, 1991.731201, 0.368528, 0.902223, 
 24_1_2023 16:31:8,-0.722256, -0.329417, -0.196121, 1853.538818, 1991.731201, 0.368528, 0.902223, 
 24_1_2023 16:31:8,-0.722256, -0.329417, -0.196121, 1853.527344, 1991.731201, 0.368528, 0.902223, 
 24_1_2023 16:31:8,-0.722256, -0.329417, -0.196121, 1853.527344, 1991.980713, 0.368528, 0.902223, 
 24_1_2023 16:31:8,-0.722256, -0.329417, -0.196121, 1853.527344, 1991.980713, 0.459024, 0.902223, 
 24_1_2023 16:31:8,-0.722256, -0.329417, -0.196121, 1853.527344, 1991.980713, 0.459024, 1.340675, 
 24_1_2023 16:31:9,-0.845137, -0.329417, -0.196121, 1853.527344, 1991.980713, 0.459024, 1.340675, 
 24_1_2023 16:31:9,-0.845137, -0.629728, -0.196121, 1853.527344, 1991.980713, 0.459024, 1.340675, 
 24_1_2023 16:31:9,-0.845137, -0.629728, -0.067233, 1853.527344, 1991.980713, 0.459024, 1.340675, 
 24_1_2023 16:31:9,-0.845137, -0.629728, -0.067233, 1853.515991, 1991.980713, 0.459024, 1.340675, 
 24_1_2023 16:31:9,-0.845137, -0.629728, -0.067233, 1853.515991, 1992.016113, 0.459024, 1.340675, 
 24_1_2023 16:31:9,-0.845137, -0.629728, -0.067233, 1853.515991, 1992.016113, 0.671623, 1.340675, 
 24_1_2023 16:31:9,-0.845137, -0.629728, -0.067233, 1853.515991, 1992.016113, 0.671623, 1.541519, 
 24_1_2023 16:31:10,-0.828491, -0.629728, -0.067233, 1853.515991, 1992.016113, 0.671623, 1.541519, 
 24_1_2023 16:31:10,-0.828491, 0.245901, -0.067233, 1853.515991, 1992.016113, 0.671623, 1.541519, 
 24_1_2023 16:31:10,-0.828491, 0.245901, -0.023340, 1853.515991, 1992.016113, 0.671623, 1.541519, 
 24_1_2023 16:31:10,-0.828491, 0.245901, -0.023340, 1853.504517, 1992.016113, 0.671623, 1.541519, 
 24_1_2023 16:31:10,-0.828491, 0.245901, -0.023340, 1853.504517, 1991.613281, 0.671623, 1.541519, 
 24_1_2023 16:31:10,-0.828491, 0.245901, -0.023340, 1853.504517, 1991.613281, 0.647719, 1.541519, 
 24_1_2023 16:31:10,-0.828491, 0.245901, -0.023340, 1853.504517, 1991.613281, 0.647719, 1.507443, 
 24_1_2023 16:31:11,-0.801199, 0.245901, -0.023340, 1853.504517, 1991.613281, 0.647719, 1.507443, 
 24_1_2023 16:31:11,-0.801199, 0.285956, -0.023340, 1853.504517, 1991.613281, 0.647719, 1.507443, 
 24_1_2023 16:31:11,-0.801199, 0.285956, -0.070411, 1853.504517, 1991.613281, 0.647719, 1.507443, 
 24_1_2023 16:31:11,-0.801199, 0.285956, -0.070411, 1853.493164, 1991.613281, 0.647719, 1.507443, 
 24_1_2023 16:31:11,-0.801199, 0.285956, -0.070411, 1853.493164, 1991.233398, 0.647719, 1.507443, 
 24_1_2023 16:31:11,-0.801199, 0.285956, -0.070411, 1853.493164, 1991.233398, 0.541609, 1.507443, 
 24_1_2023 16:31:11,-0.801199, 0.285956, -0.070411, 1853.493164, 1991.233398, 0.541609, 1.448299, 
 24_1_2023 16:31:12,-0.858911, 0.285956, -0.070411, 1853.493164, 1991.233398, 0.541609, 1.448299, 
 24_1_2023 16:31:12,-0.858911, 0.312946, -0.070411, 1853.493164, 1991.233398, 0.541609, 1.448299, 
 24_1_2023 16:31:12,-0.858911, 0.312946, -0.060058, 1853.493164, 1991.233398, 0.541609, 1.448299, 
 24_1_2023 16:31:12,-0.858911, 0.312946, -0.060058, 1853.481689, 1991.233398, 0.541609, 1.448299, 
 24_1_2023 16:31:12,-0.858911, 0.312946, -0.060058, 1853.481689, 1991.032715, 0.541609, 1.448299, 
 24_1_2023 16:31:12,-0.858911, 0.312946, -0.060058, 1853.481689, 1991.032715, 0.533495, 1.448299, 
 24_1_2023 16:31:12,-0.858911, 0.312946, -0.060058, 1853.481689, 1991.032715, 0.533495, 1.507786, 
 24_1_2023 16:31:13,-0.724556, 0.312946, -0.060058, 1853.481689, 1991.032715, 0.533495, 1.507786, 
 24_1_2023 16:31:13,-0.724556, -0.172220, -0.060058, 1853.481689, 1991.032715, 0.533495, 1.507786, 
 24_1_2023 16:31:13,-0.724556, -0.172220, -0.079192, 1853.481689, 1991.032715, 0.533495, 1.507786, 
 24_1_2023 16:31:13,-0.724556, -0.172220, -0.079192, 1853.470215, 1991.032715, 0.533495, 1.507786, 
 24_1_2023 16:31:13,-0.724556, -0.172220, -0.079192, 1853.470215, 1990.929565, 0.533495, 1.507786, 
 24_1_2023 16:31:13,-0.724556, -0.172220, -0.079192, 1853.470215, 1990.929565, 0.535056, 1.507786, 
 24_1_2023 16:31:13,-0.724556, -0.172220, -0.079192, 1853.470215, 1990.929565, 0.535056, 1.306059, 
 24_1_2023 16:31:14,-0.555183, -0.172220, -0.079192, 1853.470215, 1990.929565, 0.535056, 1.306059, 
 24_1_2023 16:31:14,-0.555183, 0.662128, -0.079192, 1853.470215, 1990.929565, 0.535056, 1.306059, 
 24_1_2023 16:31:14,-0.555183, 0.662128, 0.016003, 1853.470215, 1990.929565, 0.535056, 1.306059, 
 24_1_2023 16:31:14,-0.555183, 0.662128, 0.016003, 1853.458862, 1990.929565, 0.535056, 1.306059, 
 24_1_2023 16:31:14,-0.555183, 0.662128, 0.016003, 1853.458862, 1990.750244, 0.535056, 1.306059, 
 24_1_2023 16:31:14,-0.555183, 0.662128, 0.016003, 1853.458862, 1990.750244, 0.603155, 1.306059, 
 24_1_2023 16:31:14,-0.555183, 0.662128, 0.016003, 1853.458862, 1990.750244, 0.603155, 0.975691, 
 24_1_2023 16:31:15,-0.204157, 0.662128, 0.016003, 1853.458862, 1990.750244, 0.603155, 0.975691, 
 24_1_2023 16:31:15,-0.204157, 0.225692, 0.016003, 1853.458862, 1990.750244, 0.603155, 0.975691, 
 24_1_2023 16:31:15,-0.204157, 0.225692, -0.047089, 1853.458862, 1990.750244, 0.603155, 0.975691, 
 24_1_2023 16:31:15,-0.204157, 0.225692, -0.047089, 1853.447510, 1990.750244, 0.603155, 0.975691, 
 24_1_2023 16:31:15,-0.204157, 0.225692, -0.047089, 1853.447510, 1990.860718, 0.603155, 0.975691, 
 24_1_2023 16:31:15,-0.204157, 0.225692, -0.047089, 1853.447510, 1990.860718, 0.555295, 0.975691, 
 24_1_2023 16:31:15,-0.204157, 0.225692, -0.047089, 1853.447510, 1990.860718, 0.555295, 0.357772, 
 24_1_2023 16:31:16,-0.087636, 0.225692, -0.047089, 1853.447510, 1990.860718, 0.555295, 0.357772, 
 24_1_2023 16:31:16,-0.087636, -0.045939, -0.047089, 1853.447510, 1990.860718, 0.555295, 0.357772, 
 24_1_2023 16:31:16,-0.087636, -0.045939, -0.021368, 1853.447510, 1990.860718, 0.555295, 0.357772, 
 24_1_2023 16:31:16,-0.087636, -0.045939, -0.021368, 1853.436035, 1990.860718, 0.555295, 0.357772, 
 24_1_2023 16:31:16,-0.087636, -0.045939, -0.021368, 1853.436035, 1991.129761, 0.555295, 0.357772, 
 24_1_2023 16:31:16,-0.087636, -0.045939, -0.021368, 1853.436035, 1991.129761, 0.632101, 0.357772, 
 24_1_2023 16:31:16,-0.087636, -0.045939, -0.021368, 1853.436035, 1991.129761, 0.632101, 0.198846, 
 24_1_2023 16:31:17,-0.091745, -0.045939, -0.021368, 1853.436035, 1991.129761, 0.632101, 0.198846, 
 24_1_2023 16:31:17,-0.091745, -0.156997, -0.021368, 1853.436035, 1991.129761, 0.632101, 0.198846, 
 24_1_2023 16:31:17,-0.091745, -0.156997, -0.001794, 1853.436035, 1991.129761, 0.632101, 0.198846, 
 24_1_2023 16:31:17,-0.091745, -0.156997, -0.001794, 1853.424561, 1991.129761, 0.632101, 0.198846, 
 24_1_2023 16:31:17,-0.091745, -0.156997, -0.001794, 1853.424561, 1991.385620, 0.632101, 0.198846, 
 24_1_2023 16:31:17,-0.091745, -0.156997, -0.001794, 1853.424561, 1991.385620, 0.672736, 0.198846, 
 24_1_2023 16:31:17,-0.091745, -0.156997, -0.001794, 1853.424561, 1991.385620, 0.672736, 0.166160, 
 24_1_2023 16:31:18,-0.086246, -0.156997, -0.001794, 1853.424561, 1991.385620, 0.672736, 0.166160, 
 24_1_2023 16:31:18,-0.086246, -0.055080, -0.001794, 1853.424561, 1991.385620, 0.672736, 0.166160, 
 24_1_2023 16:31:18,-0.086246, -0.055080, 0.021626, 1853.424561, 1991.385620, 0.672736, 0.166160, 
 24_1_2023 16:31:18,-0.086246, -0.055080, 0.021626, 1853.413208, 1991.385620, 0.672736, 0.166160, 
 24_1_2023 16:31:18,-0.086246, -0.055080, 0.021626, 1853.413208, 1991.441162, 0.672736, 0.166160, 
 24_1_2023 16:31:18,-0.086246, -0.055080, 0.021626, 1853.413208, 1991.441162, 0.694811, 0.166160, 
 24_1_2023 16:31:18,-0.086246, -0.055080, 0.021626, 1853.413208, 1991.441162, 0.694811, 0.171787, 
 24_1_2023 16:31:19,-0.020859, -0.055080, 0.021626, 1853.413208, 1991.441162, 0.694811, 0.171787, 
 24_1_2023 16:31:19,-0.020859, 0.161075, 0.021626, 1853.413208, 1991.441162, 0.694811, 0.171787, 
 24_1_2023 16:31:19,-0.020859, 0.161075, 0.001593, 1853.413208, 1991.441162, 0.694811, 0.171787, 
 24_1_2023 16:31:19,-0.020859, 0.161075, 0.001593, 1853.401855, 1991.441162, 0.694811, 0.171787, 
 24_1_2023 16:31:19,-0.020859, 0.161075, 0.001593, 1853.401855, 1991.453125, 0.694811, 0.171787, 
 24_1_2023 16:31:19,-0.020859, 0.161075, 0.001593, 1853.401855, 1991.453125, 0.643171, 0.171787, 
 24_1_2023 16:31:19,-0.020859, 0.161075, 0.001593, 1853.401855, 1991.453125, 0.643171, 0.065477, 
 24_1_2023 16:31:20,0.010757, 0.161075, 0.001593, 1853.401855, 1991.453125, 0.643171, 0.065477, 
 24_1_2023 16:31:20,0.010757, 0.825369, 0.001593, 1853.401855, 1991.453125, 0.643171, 0.065477, 
 24_1_2023 16:31:20,0.010757, 0.825369, 0.046491, 1853.401855, 1991.453125, 0.643171, 0.065477, 
 24_1_2023 16:31:20,0.010757, 0.825369, 0.046491, 1853.390381, 1991.453125, 0.643171, 0.065477, 
 24_1_2023 16:31:20,0.010757, 0.825369, 0.046491, 1853.390381, 1991.536377, 0.643171, 0.065477, 
 24_1_2023 16:31:20,0.010757, 0.825369, 0.046491, 1853.390381, 1991.536377, 0.634010, 0.065477, 
 24_1_2023 16:31:20,0.010757, 0.825369, 0.046491, 1853.390381, 1991.536377, 0.634010, -0.000000, 
 24_1_2023 16:31:21,-0.000583, 0.825369, 0.046491, 1853.390381, 1991.536377, 0.634010, -0.000000, 
 24_1_2023 16:31:21,-0.000583, 1.208878, 0.046491, 1853.390381, 1991.536377, 0.634010, -0.000000, 
 24_1_2023 16:31:21,-0.000583, 1.208878, 0.145050, 1853.390381, 1991.536377, 0.634010, -0.000000, 
 24_1_2023 16:31:21,-0.000583, 1.208878, 0.145050, 1853.379028, 1991.536377, 0.634010, -0.000000, 
 24_1_2023 16:31:21,-0.000583, 1.208878, 0.145050, 1853.379028, 1992.377930, 0.634010, -0.000000, 
 24_1_2023 16:31:21,-0.000583, 1.208878, 0.145050, 1853.379028, 1992.377930, 0.690967, -0.000000, 
 24_1_2023 16:31:21,-0.000583, 1.208878, 0.145050, 1853.379028, 1992.377930, 0.690967, 0.134200, 
 24_1_2023 16:31:22,0.687730, 1.208878, 0.145050, 1853.379028, 1992.377930, 0.690967, 0.134200, 
 24_1_2023 16:31:22,0.687730, -1.417677, 0.145050, 1853.379028, 1992.377930, 0.690967, 0.134200, 
 24_1_2023 16:31:22,0.687730, -1.417677, -0.077895, 1853.379028, 1992.377930, 0.690967, 0.134200, 
 24_1_2023 16:31:22,0.687730, -1.417677, -0.077895, 1853.367676, 1992.377930, 0.690967, 0.134200, 
 24_1_2023 16:31:22,0.687730, -1.417677, -0.077895, 1853.367676, 1994.127197, 0.690967, 0.134200, 
 24_1_2023 16:31:22,0.687730, -1.417677, -0.077895, 1853.367676, 1994.127197, 0.765912, 0.134200, 
 24_1_2023 16:31:22,0.687730, -1.417677, -0.077895, 1853.367676, 1994.127197, 0.765912, -1.368371, 
 24_1_2023 16:31:23,1.206693, -1.417677, -0.077895, 1853.367676, 1994.127197, 0.765912, -1.368371, 
 24_1_2023 16:31:23,1.206693, -1.369532, -0.077895, 1853.367676, 1994.127197, 0.765912, -1.368371, 
 24_1_2023 16:31:23,1.206693, -1.369532, 0.068366, 1853.367676, 1994.127197, 0.765912, -1.368371, 
 24_1_2023 16:31:23,1.206693, -1.369532, 0.068366, 1853.356201, 1994.127197, 0.765912, -1.368371, 
 24_1_2023 16:31:23,1.206693, -1.369532, 0.068366, 1853.356201, 1994.811035, 0.765912, -1.368371, 
 24_1_2023 16:31:23,1.206693, -1.369532, 0.068366, 1853.356201, 1994.811035, 1.104542, -1.368371, 
 24_1_2023 16:31:23,1.206693, -1.369532, 0.068366, 1853.356201, 1994.811035, 1.104542, -1.924307, 
 24_1_2023 16:31:24,0.613047, -1.369532, 0.068366, 1853.356201, 1994.811035, 1.104542, -1.924307, 
 24_1_2023 16:31:24,0.613047, 0.124573, 0.068366, 1853.356201, 1994.811035, 1.104542, -1.924307, 
 24_1_2023 16:31:24,0.613047, 0.124573, 0.061823, 1853.356201, 1994.811035, 1.104542, -1.924307, 
 24_1_2023 16:31:24,0.613047, 0.124573, 0.061823, 1853.344727, 1994.811035, 1.104542, -1.924307, 
 24_1_2023 16:31:24,0.613047, 0.124573, 0.061823, 1853.344727, 1994.274780, 1.104542, -1.924307, 
 24_1_2023 16:31:24,0.613047, 0.124573, 0.061823, 1853.344727, 1994.274780, 0.899078, -1.924307, 
 24_1_2023 16:31:24,0.613047, 0.124573, 0.061823, 1853.344727, 1994.274780, 0.899078, -0.928463, 
 24_1_2023 16:31:25,0.159079, 0.124573, 0.061823, 1853.344727, 1994.274780, 0.899078, -0.928463, 
 24_1_2023 16:31:25,0.159079, 0.145567, 0.061823, 1853.344727, 1994.274780, 0.899078, -0.928463, 
 24_1_2023 16:31:25,0.159079, 0.145567, -0.079570, 1853.344727, 1994.274780, 0.899078, -0.928463, 
 24_1_2023 16:31:25,0.159079, 0.145567, -0.079570, 1853.333252, 1994.274780, 0.899078, -0.928463, 
 24_1_2023 16:31:25,0.159079, 0.145567, -0.079570, 1853.333252, 1993.717651, 0.899078, -0.928463, 
 24_1_2023 16:31:25,0.159079, 0.145567, -0.079570, 1853.333252, 1993.717651, 0.573474, -0.928463, 
 24_1_2023 16:31:25,0.159079, 0.145567, -0.079570, 1853.333252, 1993.717651, 0.573474, -0.150187, 
 24_1_2023 16:31:26,-0.243456, 0.145567, -0.079570, 1853.333252, 1993.717651, 0.573474, -0.150187, 
 24_1_2023 16:31:26,-0.243456, 0.106536, -0.079570, 1853.333252, 1993.717651, 0.573474, -0.150187, 
 24_1_2023 16:31:26,-0.243456, 0.106536, -0.118271, 1853.333252, 1993.717651, 0.573474, -0.150187, 
 24_1_2023 16:31:26,-0.243456, 0.106536, -0.118271, 1853.321777, 1993.717651, 0.573474, -0.150187, 
 24_1_2023 16:31:26,-0.243456, 0.106536, -0.118271, 1853.321777, 1993.478638, 0.573474, -0.150187, 
 24_1_2023 16:31:26,-0.243456, 0.106536, -0.118271, 1853.321777, 1993.478638, 0.489048, -0.150187, 
 24_1_2023 16:31:26,-0.243456, 0.106536, -0.118271, 1853.321777, 1993.478638, 0.489048, 0.545321, 
 24_1_2023 16:31:27,-0.511773, 0.106536, -0.118271, 1853.321777, 1993.478638, 0.489048, 0.545321, 
 24_1_2023 16:31:27,-0.511773, -0.163598, -0.118271, 1853.321777, 1993.478638, 0.489048, 0.545321, 
 24_1_2023 16:31:27,-0.511773, -0.163598, -0.099445, 1853.321777, 1993.478638, 0.489048, 0.545321, 
 24_1_2023 16:31:27,-0.511773, -0.163598, -0.099445, 1853.310425, 1993.478638, 0.489048, 0.545321, 
 24_1_2023 16:31:27,-0.511773, -0.163598, -0.099445, 1853.310425, 1993.382080, 0.489048, 0.545321, 
 24_1_2023 16:31:27,-0.511773, -0.163598, -0.099445, 1853.310425, 1993.382080, 0.528921, 0.545321, 
 24_1_2023 16:31:27,-0.511773, -0.163598, -0.099445, 1853.310425, 1993.382080, 0.528921, 0.959452, 
 24_1_2023 16:31:28,-0.549538, -0.163598, -0.099445, 1853.310425, 1993.382080, 0.528921, 0.959452, 
 24_1_2023 16:31:28,-0.549538, -0.173141, -0.099445, 1853.310425, 1993.382080, 0.528921, 0.959452, 
 24_1_2023 16:31:28,-0.549538, -0.173141, -0.072670, 1853.310425, 1993.382080, 0.528921, 0.959452, 
 24_1_2023 16:31:28,-0.549538, -0.173141, -0.072670, 1853.299072, 1993.382080, 0.528921, 0.959452, 
 24_1_2023 16:31:28,-0.549538, -0.173141, -0.072670, 1853.299072, 1993.239502, 0.528921, 0.959452, 
 24_1_2023 16:31:28,-0.549538, -0.173141, -0.072670, 1853.299072, 1993.239502, 0.574025, 0.959452, 
 24_1_2023 16:31:28,-0.549538, -0.173141, -0.072670, 1853.299072, 1993.239502, 0.574025, 1.031954, 
 24_1_2023 16:31:29,-0.554615, -0.173141, -0.072670, 1853.299072, 1993.239502, 0.574025, 1.031954, 
 24_1_2023 16:31:29,-0.554615, -0.139321, -0.072670, 1853.299072, 1993.239502, 0.574025, 1.031954, 
 24_1_2023 16:31:29,-0.554615, -0.139321, -0.055821, 1853.299072, 1993.239502, 0.574025, 1.031954, 
 24_1_2023 16:31:29,-0.554615, -0.139321, -0.055821, 1853.287720, 1993.239502, 0.574025, 1.031954, 
 24_1_2023 16:31:29,-0.554615, -0.139321, -0.055821, 1853.287720, 1993.048218, 0.574025, 1.031954, 
 24_1_2023 16:31:29,-0.554615, -0.139321, -0.055821, 1853.287720, 1993.048218, 0.575390, 1.031954, 
 24_1_2023 16:31:29,-0.554615, -0.139321, -0.055821, 1853.287720, 1993.048218, 0.575390, 0.999586, 
 24_1_2023 16:31:30,-0.487265, -0.139321, -0.055821, 1853.287720, 1993.048218, 0.575390, 0.999586, 
 24_1_2023 16:31:30,-0.487265, -0.197898, -0.055821, 1853.287720, 1993.048218, 0.575390, 0.999586, 
 24_1_2023 16:31:30,-0.487265, -0.197898, -0.051025, 1853.287720, 1993.048218, 0.575390, 0.999586, 
 24_1_2023 16:31:30,-0.487265, -0.197898, -0.051025, 1853.276123, 1993.048218, 0.575390, 0.999586, 
 24_1_2023 16:31:30,-0.487265, -0.197898, -0.051025, 1853.276123, 1992.796753, 0.575390, 0.999586, 
 24_1_2023 16:31:30,-0.487265, -0.197898, -0.051025, 1853.276123, 1992.796753, 0.567351, 0.999586, 
 24_1_2023 16:31:30,-0.487265, -0.197898, -0.051025, 1853.276123, 1992.796753, 0.567351, 0.871011, 
 24_1_2023 16:31:31,-0.368864, -0.197898, -0.051025, 1853.276123, 1992.796753, 0.567351, 0.871011, 
 24_1_2023 16:31:31,-0.368864, 0.048985, -0.051025, 1853.276123, 1992.796753, 0.567351, 0.871011, 
 24_1_2023 16:31:31,-0.368864, 0.048985, -0.033970, 1853.276123, 1992.796753, 0.567351, 0.871011, 
 24_1_2023 16:31:31,-0.368864, 0.048985, -0.033970, 1853.264893, 1992.796753, 0.567351, 0.871011, 
